name,slug,url,logo_url,countries,categories,tags,description,developer_name,developer_email,developer_url,developer_phone,avg_rating,total_ratings,pricing
DEQA,3612,https://apps.zid.sa/en/application/3612,https://media.zid.store/apps/ab37274e-c7f4-4db6-aea9-2d7ccde53abb.png,Saudi Arabia,Inventory management,Paid,"Connect with Zatca phase 2 integration and can export Tax Reports

**Our Services**
**-** Provide automatin import for invoices from Zid account and sends them automatically to zatca.

**-** Provide Tax reports according to your sales and purchases

**-** Allows you to enter you purchases order including your suppliers details if you want.

**App features**
**-**  Fast and integrating Zatca phase 2 with accuracy 100% .

**Integration Steps**

**1** Activate the app

**2.** Choose",DEQA,saad@deqatech.com,https://deqaksa.com/zatca/admin,,5,1,From SAR 460.00 / Annually
Mapit,3614,https://apps.zid.sa/en/application/3614,https://media.zid.store/apps/d0728067-07af-4004-9878-c900cf43101f.jpg,Saudi Arabia,Inventory management,Free; Trial,"**Mapit solutions empower e-commerce stores and shipping companies to efficiently manage last-mile deliveries through their fleets, optimize costs, and enhance customer experiences.**

**Services offered by Mapit:**
* Accurate provision of customer location and delivery address
* Automated sorting of shipments
* Automated assignment of shipments and creation of optimal routes for drivers
* Flexibility in delivery time with the ability to make changes
* Easy communication with the driver
",Mapit team,behiery@mapit.sa,https://www.mapit.sa/,,5,0,3 Day Free Trial
PostEx,3615,https://apps.zid.sa/en/application/3615,https://media.zid.store/apps/8fe722c8-3500-424e-8544-b6c68c1cb49a.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Power your eCommerce with PostEx. Manage orders, inventory, and shipping from one dashboard. Access over 20 courier integrations, enjoy discounted rates, and get daily COD payouts. Fast, reliable, and built to scale your business with zero hassle.",PostEx,support@postex.sa,https://postex.sa,+966545319040,5,0,Free App
Empower,3621,https://apps.zid.sa/en/application/3621,https://media.zid.store/apps/c4fea214-2262-4e29-88b1-137d003a715d.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Empower provides e-commerce fulfillment services, including storage, order preparation, and delivery. We ensure secure storage, fast processing, and reliable delivery, ensuring products reach customers on time. Our services support business growth and enhance customer satisfaction.",Empower,support@empowertrack.com,https://empowertrack.com/,+96522208800,5,0,Free App
Starlinks Last Mile,3624,https://apps.zid.sa/en/application/3624,https://media.zid.store/apps/c5bf16e2-7840-48fa-a254-6ce4f0db5c52.png,Saudi Arabia,Shipping & Fulfilment,Free,"Starlinks is a leading supply chain solutions business, providing high-quality end-to-end supply chain management and operations across Saudi Arabia and the GCC. Our core capabilities are Omni Channel end-to-end transportation services.",Starlinks,hisham.talaat@starlinks-me.com,https://www.starlinks-me.com/,+9668003044433,5,0,Free App
Bolesa,3632,https://apps.zid.sa/en/application/3632,https://media.zid.store/apps/787ffeb3-cec9-4a85-a237-964f4fa8381a.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"App brief:
The ultimate shipping platform for e-commerce stores. 
Bolesa offers the most suitable and secure choice for exceptional shipping services.

Available Shipping Services: 
- Standard
- Cold
- Odd
- Heavy
With best shipping companies

Integration Steps:
https://youtu.be/N_4S_kn0svs",Bolesa,dev@bolesa.net,https://bolesa.net/,+966552993266,5,0,Free App
Azeer for WhatsApp API,3635,https://apps.zid.sa/en/application/3635,https://media.zid.store/apps/9a212095-e6e2-4fbe-956e-4bd3446160d5.png,Saudi Arabia,Marketing,Free; Trial,"### Azeer App for Zid Stores

Azeer is not just a messaging tool — it’s a complete platform to manage your store’s customer communication through WhatsApp Business (API).
We organize every touchpoint, from order creation to post-delivery, in an automated, scalable flow.

### With Azeer:
- Every customer interaction is documented and reviewable.
- The customer journey is managed from one place.
Activate the app and connect it to your store.

### Azeer Solutions for Your Zid Store
Featu",Twerlo,zid@twerlo.com,https://calendly.com/azeer-/azeer-x-zid-demo-meeting-,,5,0,14 Day Free Trial
Fast Hub,3643,https://apps.zid.sa/en/application/3643,https://media.zid.store/apps/5adf3c3f-e0ad-4819-8bd2-a3f7fb16f419.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"FastHub provides storage, packaging, processing and shipping services through its partners to online stores to provide a different experience for merchants.",Fast Hub,info@fast-hub.co,https://www.fast-hub.co/,+966576870339,5,0,Free App
Naqra App,3650,https://apps.zid.sa/en/application/3650,https://media.zid.store/apps/4095ba11-1c1f-4143-92d5-45fa2001c11e.png,Saudi Arabia,Inventory management,Free; Trial,"### Goodbye Complex Product Addition, Welcome to a Smooth and Efficient Experience!
### 

Are you tired of the complexities of manually entering product data through multiple product options? Are you looking for an easy and quick solution to help you add your products to your store without any hassle?

	
**Naqra Feature:**	
	
Our application is specially designed for store owners who want to simplify the process of adding and managing products. With an easy-to-use web form, you can add y",Abdelrahman Naser,abdelrahman.developer@outlook.com,https://zid-naqra-app.streamlit.app/,,5,0,90 Day Free Trial
NouraPlus,3652,https://apps.zid.sa/en/application/3652,https://media.zid.store/apps/fef6db3b-be29-4731-88ef-5de8c7ac103d.png,Saudi Arabia,Marketing,Free; Trial,"Noura Plus is an innovative app designed for the students, staff, and affiliates of Princess Nourah bint Abdulrahman University, as well as Noura Leadership, endowment companies, and their members. It is also available to the public. The app enables merchants on the Zid platform to offer unique and effective promotions to their users. Through integration with Noura Plus, merchants can set up and provide various types of offers, including rewards, gifts, and direct vouchers. This integration help",Microband,nouraplus@microband.com.sa,https://nouraplus.com/,,5,0,14 Day Free Trial
iMile,3664,https://apps.zid.sa/en/application/3664,https://media.zid.store/apps/ff38511c-9999-4ac1-ab00-67054d2bcad0.png,Saudi Arabia,Shipping & Fulfilment,Free,"Imile specializes in e-commerce, with long experience in logistics services and order delivery, to be partners for e-stores in reaching new customers across emerging markets. There is no small customer for us as we can serve you even if you only have one shipment.",Peter,zid@imile-inc.com,https://www.imile.com/,+9655528847200,5,0,Free App
Tamex,3670,https://apps.zid.sa/en/application/3670,https://media.zid.store/apps/f5418241-86d7-4b95-bb34-13b3ac9300fa.png,Saudi Arabia,Shipping & Fulfilment,Free,"Speed, accuracy, reliability, flexibility, affordable prices, multiple payment systems, integrated solutions, and an outstanding customer experience.",Tamex,tayassir@tamex.com.sa,https://tamex.com.sa,+966580271914,5,0,Free App
Digital Pro,3671,https://apps.zid.sa/en/application/3671,https://media.zid.store/apps/839d2834-bd1d-4dc8-b109-c9b3a56cc723.png,Saudi Arabia,Accounting,Paid; Embedded,"**Overview:**

Digital Pro System is an integrated accounting system approved by the Zakat, Tax and Customs Authority (ZATCA). It offers innovative solutions for managing the accounting, financial and tax operations of e-commerce stores. It also helps you track your inventory through detailed reports, which contributes to saving time and effort and facilitating store management through automatic data synchronization with accuracy and ease.

**Why Digital Pro?**

Digital Pro is an integrate",Digital Business,support@aamalsoft.com.sa,https://aamalsoft.com.sa/,,5,0,From SAR 460.00 / Annually
Ersaliyah,3691,https://apps.zid.sa/en/application/3691,https://media.zid.store/apps/b7c44d7b-d73f-4af0-9a69-d11fb7099bb9.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"A comprehensive platform that brings together shipping companies, enabling users to access multiple services. The website also allows for the convenient issuance of shipping policies, making it easy for customers to track and manage shipping operations effectively.",Ersaliyah Local,info@ersaliyah.sa,https://ersaliyah.sa/,+966533390174,5,0,Free App
Bluesky Express Shipping App (LogixGRID),3717,https://apps.zid.sa/en/application/3717,https://media.zid.store/apps/0e003b9f-b618-40a7-9725-1a8abf4b4a00.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Blue Sky Express was established in 2017 by establishing an office in Riyadh, Saudi Arabia and within a short period of time it has grown regionally to cover the western and eastern regions of the Kingdom of Saudi Arabia.
Our unique business model and enduring commitment drive us to reach our goals",logixgrid,parshant.saini@logixgrid.com,https://www.bskyexpress.com/,+9661234567891,5,0,Free App
Bosta,3721,https://apps.zid.sa/en/application/3721,https://media.zid.store/apps/90c75a7c-4c68-4c73-98dc-5ba27816fa3f.png,Saudi Arabia,Shipping & Fulfilment,Free,Bosta is a leading logistics-tech company founded in Egypt with the aim to expand and empower the logistics industry in the whole region.,Bosta Team,techsupport@bosta.co,https://bosta.co/en-eg/home,+201025400035,5,0,Free App
zid-Odoo Connector,3727,https://apps.zid.sa/en/application/3727,https://media.zid.store/apps/f7c86560-b899-4290-a203-3b8b107ed882.jpg,Saudi Arabia,Operations,Paid; 10% discount,"Odoo is a leading ERP system offering comprehensive tools to streamline business operations and support growth.

With this zid-Odoo connector from I Value Solutions, we will simplify and automate operations between your Odoo database and zid store. Enjoy seamless synchronization of customer data, order statuses, and products, saving time and effort with easy-to-follow steps.

**Features:**
* Product Integration: Syncs products between Odoo and Zid, ensuring full visibility and control.
* C",I Value Solutions,zid@ivalue-s.com,https://www.ivalue-s.com/zid,,5,1,"From SAR 1,150.00 / 6 Months"
Quartz,3729,https://apps.zid.sa/en/application/3729,https://media.zid.store/apps/e2eefe96-01cf-4c05-a932-cf37644fcdff.png,Saudi Arabia,Analytics & Reporting,Free; Trial,"Quartz is an AI-powered platform that revolutionizes how e-commerce businesses collect and analyze customer feedback. We understand that traditional review systems are often cumbersome for customers and provide limited insights for businesses. Our solution streamlines the entire feedback process while delivering powerful analytics.

**Key Features**:

• Simplified Review Collection: Streamlined process that makes it effortless for customers to share their experiences

• AI-Powered Analytic",Quartz,support@quart2.net,https://psm.quart2.net,,5,0,90 Day Free Trial
Live Gold Price Update,3758,https://apps.zid.sa/en/application/3758,https://media.zid.store/apps/51e4046e-af77-4a95-8a7b-dbe0d0f6a022.png,Saudi Arabia,Marketing,Free; Trial; 40% discount,"This service depends on linking the prices of gold and silver products for stores with international prices, by providing a radical solution where the prices are updated in real-time, which makes it easier for them to update the prices of their products at the required time.

**Our Features**

**-** Enable the merchant to set the appropriate equation for the gold or silver pricing process without any programming intervention in the code.


**-** Secure connection with the global gold pric",Live Gold Company,Ehab@livegold.sa,https://app.livegold.sa/,,5,5,7 Day Free Trial
